Layer,Type,Shape,Min,Max,Mean,Std,L1
bn4b29_branch2c,w,"(1024,)",-0.201737329364,0.189950272441,-0.0435180068016,0.0604872219265,0.201737329364
bn4b29_branch2c,b,"(1024,)",0.00508219003677,0.0796288251877,0.0208237040788,0.00971855502576,0.0796288251877
bn4b29_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b29_branch2c,w,"(1024,)",0.11159414053,2.31019258499,0.92240768671,0.137393712997,2.31019258499
scale4b29_branch2c,b,"(1024,)",-0.666466534138,0.285447537899,-0.2242667377,0.113219074905,0.666466534138
res4b30_branch2a,w,"(256, 1024, 1, 1)",-0.111259892583,0.256788790226,-0.000288885814371,0.0141834449023,0.256788790226
bn4b30_branch2a,w,"(256,)",-2.43415641785,1.4314455986,-0.228428661823,0.653690576553,2.43415641785
bn4b30_branch2a,b,"(256,)",0.695059597492,2.79349660873,1.53609263897,0.360682308674,2.79349660873
bn4b30_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b30_branch2a,w,"(256,)",0.533326268196,0.95524930954,0.71305501461,0.0779163166881,0.95524930954
scale4b30_branch2a,b,"(256,)",-1.29235303402,-0.243785068393,-0.709466814995,0.188640892506,1.29235303402
res4b30_branch2b,w,"(256, 256, 3, 3)",-0.110954426229,0.116842932999,-0.000804884184618,0.00894129369408,0.116842932999
bn4b30_branch2b,w,"(256,)",-0.256397485733,0.196487218142,-0.104049503803,0.0646064504981,0.256397485733
bn4b30_branch2b,b,"(256,)",0.0154042635113,0.0676739439368,0.0277695283294,0.00750946253538,0.0676739439368
bn4b30_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b30_branch2b,w,"(256,)",0.679959893227,1.12672424316,0.87657815218,0.0870601013303,1.12672424316
scale4b30_branch2b,b,"(256,)",-1.06436979771,0.0306409280747,-0.493959248066,0.150891199708,1.06436979771
res4b30_branch2c,w,"(1024, 256, 1, 1)",-0.081229954958,0.199263200164,-0.000722584896721,0.011756551452,0.199263200164
bn4b30_branch2c,w,"(1024,)",-0.184427380562,0.131186127663,-0.0258573647588,0.0530577339232,0.184427380562
bn4b30_branch2c,b,"(1024,)",0.0012805131264,0.0681631490588,0.0167560707778,0.00808819849044,0.0681631490588
bn4b30_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b30_branch2c,w,"(1024,)",0.0520521365106,2.00508785248,0.910196781158,0.14135350287,2.00508785248
scale4b30_branch2c,b,"(1024,)",-0.69882696867,0.409276634455,-0.182373136282,0.122707158327,0.69882696867
res4b31_branch2a,w,"(256, 1024, 1, 1)",-0.174661502242,0.271602392197,-0.000208673372981,0.011365795508,0.271602392197
bn4b31_branch2a,w,"(256,)",-5.29564809799,1.47647035122,-0.150140553713,0.910151362419,5.29564809799
bn4b31_branch2a,b,"(256,)",0.484548926353,12.3595695496,1.1412627697,0.938746213913,12.3595695496
bn4b31_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b31_branch2a,w,"(256,)",0.641514122486,1.27882122993,0.844468355179,0.0950141623616,1.27882122993
scale4b31_branch2a,b,"(256,)",-1.2544927597,1.23380494118,-0.490024238825,0.230504617095,1.2544927597
res4b31_branch2b,w,"(256, 256, 3, 3)",-0.143077433109,0.139057919383,-0.000392675952753,0.00710270320997,0.143077433109
bn4b31_branch2b,w,"(256,)",-0.639615237713,0.301084935665,-0.115830689669,0.144165053964,0.639615237713
bn4b31_branch2b,b,"(256,)",0.023882009089,0.404639095068,0.061883687973,0.0409220680594,0.404639095068
bn4b31_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b31_branch2b,w,"(256,)",0.713371217251,1.13532793522,0.914472818375,0.0861087664962,1.13532793522
scale4b31_branch2b,b,"(256,)",-1.1013944149,0.524995923042,-0.379858314991,0.179076850414,1.1013944149
res4b31_branch2c,w,"(1024, 256, 1, 1)",-0.125786453485,0.164332583547,-0.000750680861529,0.00925899110734,0.164332583547
bn4b31_branch2c,w,"(1024,)",-0.214417457581,0.216159716249,-0.0399604067206,0.0665396153927,0.216159716249
bn4b31_branch2c,b,"(1024,)",0.00624949205667,0.0987344682217,0.0254486743361,0.0131557434797,0.0987344682217
bn4b31_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b31_branch2c,w,"(1024,)",0.221688956022,2.2471382618,0.930054247379,0.135450392962,2.2471382618
scale4b31_branch2c,b,"(1024,)",-0.604328632355,0.376365989447,-0.179891496897,0.118320316076,0.604328632355
res4b32_branch2a,w,"(256, 1024, 1, 1)",-0.136850476265,0.196012079716,-0.000276205304544,0.0147072970867,0.196012079716
bn4b32_branch2a,w,"(256,)",-2.82088971138,1.53051519394,-0.212358132005,0.772161662579,2.82088971138
bn4b32_branch2a,b,"(256,)",0.773955225945,6.41310501099,1.76425409317,0.710540831089,6.41310501099
bn4b32_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b32_branch2a,w,"(256,)",0.37373894453,0.981390237808,0.727968037128,0.101351648569,0.981390237808
scale4b32_branch2a,b,"(256,)",-1.25724542141,0.293310940266,-0.686139523983,0.25337138772,1.25724542141
res4b32_branch2b,w,"(256, 256, 3, 3)",-0.173209771514,0.202079951763,-0.000724063778762,0.00919241737574,0.202079951763
bn4b32_branch2b,w,"(256,)",-0.342451453209,0.227657303214,-0.108255237341,0.09328122437,0.342451453209
bn4b32_branch2b,b,"(256,)",0.0165532007813,0.190957188606,0.0368620231748,0.0171013884246,0.190957188606
bn4b32_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b32_branch2b,w,"(256,)",0.670571446419,1.13552927971,0.878873825073,0.0935842990875,1.13552927971
scale4b32_branch2b,b,"(256,)",-1.03644061089,0.995150148869,-0.479388952255,0.204809606075,1.03644061089
res4b32_branch2c,w,"(1024, 256, 1, 1)",-0.0989277511835,0.164660096169,-0.000797038490418,0.0120506007224,0.164660096169
bn4b32_branch2c,w,"(1024,)",-0.216296538711,0.111740134656,-0.048927359283,0.0539171136916,0.216296538711
bn4b32_branch2c,b,"(1024,)",0.00504019577056,0.0674793273211,0.017417833209,0.00782318972051,0.0674793273211
bn4b32_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b32_branch2c,w,"(1024,)",0.178372487426,1.91109418869,0.917035222054,0.146131306887,1.91109418869
scale4b32_branch2c,b,"(1024,)",-0.705049574375,0.407443284988,-0.171621441841,0.130325362086,0.705049574375
res4b33_branch2a,w,"(256, 1024, 1, 1)",-0.0999397784472,0.148382246494,-0.000296922051348,0.013537844643,0.148382246494
bn4b33_branch2a,w,"(256,)",-4.76716089249,2.49652481079,-0.297461122274,0.874261260033,4.76716089249
bn4b33_branch2a,b,"(256,)",0.85358273983,4.76243591309,1.58228230476,0.549705266953,4.76243591309
bn4b33_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b33_branch2a,w,"(256,)",0.645618855953,1.05123615265,0.83330309391,0.0800377875566,1.05123615265
scale4b33_branch2a,b,"(256,)",-1.17778110504,0.19601611793,-0.545751571655,0.199650004506,1.17778110504
res4b33_branch2b,w,"(256, 256, 3, 3)",-0.118780016899,0.131584003568,-0.00067606131779,0.00939560681581,0.131584003568
bn4b33_branch2b,w,"(256,)",-0.574777543545,0.629355370998,-0.192174971104,0.185591757298,0.629355370998
bn4b33_branch2b,b,"(256,)",0.0410246253014,0.360165685415,0.0928275734186,0.0325424447656,0.360165685415
bn4b33_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b33_branch2b,w,"(256,)",0.625799059868,1.57642757893,0.837493002415,0.0977245271206,1.57642757893
scale4b33_branch2b,b,"(256,)",-1.08107566833,0.148654282093,-0.559646606445,0.193366497755,1.08107566833
res4b33_branch2c,w,"(1024, 256, 1, 1)",-0.143925011158,0.13936394453,-0.00100942037534,0.0120211392641,0.143925011158
bn4b33_branch2c,w,"(1024,)",-0.169313594699,0.13012945652,-0.032743897289,0.0536881238222,0.169313594699
bn4b33_branch2c,b,"(1024,)",0.00375227094628,0.0523103326559,0.0155805163085,0.00892253406346,0.0523103326559
bn4b33_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b33_branch2c,w,"(1024,)",0.061403773725,1.77726149559,0.915383934975,0.167528614402,1.77726149559
scale4b33_branch2c,b,"(1024,)",-0.855753719807,0.383422195911,-0.138340562582,0.162037014961,0.855753719807
res4b34_branch2a,w,"(256, 1024, 1, 1)",-0.109597690403,0.148389860988,-0.000250085053267,0.0138822495937,0.148389860988
bn4b34_branch2a,w,"(256,)",-4.56745433807,1.87013077736,-0.241117507219,0.923590242863,4.56745433807
bn4b34_branch2a,b,"(256,)",0.701588153839,4.94125175476,1.60281789303,0.527210474014,4.94125175476
bn4b34_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b34_branch2a,w,"(256,)",0.54515337944,1.01167058945,0.769514858723,0.0840203389525,1.01167058945
scale4b34_branch2a,b,"(256,)",-1.25727188587,0.0679178833961,-0.619073569775,0.23203215003,1.25727188587
res4b34_branch2b,w,"(256, 256, 3, 3)",-0.132083833218,0.130178242922,-0.000658184988424,0.00908704847097,0.132083833218
bn4b34_branch2b,w,"(256,)",-0.316680580378,0.301421046257,-0.12745782733,0.0924243852496,0.316680580378
bn4b34_branch2b,b,"(256,)",0.0262308511883,0.203751385212,0.0501801073551,0.0169149730355,0.203751385212
bn4b34_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b34_branch2b,w,"(256,)",0.666372179985,1.19326758385,0.878103792667,0.0831787958741,1.19326758385
scale4b34_branch2b,b,"(256,)",-1.3010737896,0.601201891899,-0.478042185307,0.181831970811,1.3010737896
res4b34_branch2c,w,"(1024, 256, 1, 1)",-0.121043726802,0.153159633279,-0.00105287530459,0.0115386554971,0.153159633279
bn4b34_branch2c,w,"(1024,)",-0.20125195384,0.171667650342,-0.0358470380306,0.079159848392,0.20125195384
bn4b34_branch2c,b,"(1024,)",0.00416139233857,0.0680727884173,0.0177697632462,0.00960417557508,0.0680727884173
bn4b34_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b34_branch2c,w,"(1024,)",0.306678533554,1.58580672741,0.934087634087,0.140834003687,1.58580672741
scale4b34_branch2c,b,"(1024,)",-0.968951821327,0.439855545759,-0.0736498758197,0.17088675499,0.968951821327
res4b35_branch2a,w,"(256, 1024, 1, 1)",-0.0991746261716,0.195698201656,-0.000427942839451,0.0152579601854,0.195698201656
bn4b35_branch2a,w,"(256,)",-5.01531839371,1.84568333626,-0.448503017426,1.15932381153,5.01531839371
bn4b35_branch2a,b,"(256,)",0.634811401367,6.96510267258,2.08606290817,0.768992006779,6.96510267258
bn4b35_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b35_branch2a,w,"(256,)",0.361480474472,1.05097472668,0.721534848213,0.121751390398,1.05097472668
scale4b35_branch2a,b,"(256,)",-1.30734467506,0.229848325253,-0.701041996479,0.270634382963,1.30734467506
res4b35_branch2b,w,"(256, 256, 3, 3)",-0.112222641706,0.198627918959,-0.000746026926208,0.00959293078631,0.198627918959
bn4b35_branch2b,w,"(256,)",-0.357001960278,0.20628516376,-0.114049457014,0.0733888745308,0.357001960278
bn4b35_branch2b,b,"(256,)",0.0240842923522,0.218421861529,0.0463805571198,0.022442560643,0.218421861529
bn4b35_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b35_branch2b,w,"(256,)",0.544428408146,1.51279163361,0.941206872463,0.114934556186,1.51279163361
scale4b35_branch2b,b,"(256,)",-0.987293124199,0.258444130421,-0.388220518827,0.180006563663,0.987293124199
res4b35_branch2c,w,"(1024, 256, 1, 1)",-0.16901153326,0.232653573155,-0.00136588676833,0.0123068988323,0.232653573155
bn4b35_branch2c,w,"(1024,)",-0.269426882267,0.218797251582,-0.0693589299917,0.105757951736,0.269426882267
bn4b35_branch2c,b,"(1024,)",0.00595284998417,0.0837497785687,0.0248002167791,0.0110024111345,0.0837497785687
bn4b35_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b35_branch2c,w,"(1024,)",0.0994119048119,2.01962280273,0.956339895725,0.157055169344,2.01962280273
scale4b35_branch2c,b,"(1024,)",-1.11274957657,0.543243587017,-0.0100521426648,0.162109255791,1.11274957657
res5a_branch1,w,"(2048, 1024, 1, 1)",-0.674639999866,0.582282245159,-7.67794117564e-05,0.0137172192335,0.674639999866
bn5a_branch1,w,"(2048,)",-7.01409864426,5.39722156525,-0.0612020604312,0.693307459354,7.01409864426
bn5a_branch1,b,"(2048,)",0.441763758659,4.96462678909,1.00291526318,0.309898674488,4.96462678909
bn5a_branch1,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale5a_branch1,w,"(2048,)",0.840603530407,4.93532037735,2.51064014435,0.528682768345,4.93532037735
scale5a_branch1,b,"(2048,)",-1.72305500507,1.10586285591,-0.947763562202,0.215129941702,1.72305500507
res5a_branch2a,w,"(512, 1024, 1, 1)",-0.235253483057,0.364495307207,-0.000661357131321,0.0179402697831,0.364495307207
bn5a_branch2a,w,"(512,)",-5.38172388077,3.55589747429,-0.491408318281,1.15410792828,5.38172388077
bn5a_branch2a,b,"(512,)",0.806741476059,5.07759857178,2.46730184555,0.476393431425,5.07759857178
bn5a_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale5a_branch2a,w,"(512,)",0.444606274366,1.39638078213,0.937679350376,0.121804110706,1.39638078213
scale5a_branch2a,b,"(512,)",-1.36101400852,0.320936411619,-0.675865828991,0.265823483467,1.36101400852
res5a_branch2b,w,"(512, 512, 3, 3)",-0.261915028095,0.228177443147,-0.00100290297996,0.0110783427954,0.261915028095
bn5a_branch2b,w,"(512,)",-1.42087984085,0.527343869209,-0.496541917324,0.171524971724,1.42087984085
bn5a_branch2b,b,"(512,)",0.155292823911,0.67268884182,0.261193335056,0.0583402104676,0.67268884182
bn5a_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale5a_branch2b,w,"(512,)",0.442631095648,2.63299632072,0.98442709446,0.158228591084,2.63299632072
scale5a_branch2b,b,"(512,)",-2.42769145966,0.982976257801,-0.83062684536,0.351229637861,2.42769145966
res5a_branch2c,w,"(2048, 512, 1, 1)",-0.267140001059,0.330959647894,-0.000511816120706,0.0152226574719,0.330959647894
bn5a_branch2c,w,"(2048,)",-0.468372583389,0.561458468437,-0.0270120203495,0.0485825575888,0.561458468437
bn5a_branch2c,b,"(2048,)",0.00467171566561,0.0897376686335,0.0118194520473,0.00394525751472,0.0897376686335
bn5a_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale5a_branch2c,w,"(2048,)",0.734647989273,2.88387727737,1.57616007328,0.322760254145,2.88387727737
scale5a_branch2c,b,"(2048,)",-1.72305500507,1.10586285591,-0.947763562202,0.215129941702,1.72305500507
res5b_branch2a,w,"(512, 2048, 1, 1)",-0.18060195446,0.337931394577,-0.00119857350364,0.0133234113455,0.337931394577
bn5b_branch2a,w,"(512,)",-3.13800883293,3.40165925026,-1.54003977776,0.554980397224,3.40165925026
bn5b_branch2a,b,"(512,)",2.31470870972,7.70318508148,3.73818731308,0.690400183201,7.70318508148
bn5b_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale5b_branch2a,w,"(512,)",0.358838558197,1.48212254047,0.876837790012,0.110401749611,1.48212254047
scale5b_branch2a,b,"(512,)",-1.3265119791,0.575986862183,-0.709167718887,0.201342314482,1.3265119791
res5b_branch2b,w,"(512, 512, 3, 3)",-0.11464240402,0.259134501219,-0.00118670519441,0.0100547699258,0.259134501219
bn5b_branch2b,w,"(512,)",-0.843202412128,1.05825483799,-0.384794712067,0.169459939003,1.05825483799
bn5b_branch2b,b,"(512,)",0.0688773691654,0.336976796389,0.124090656638,0.0272112041712,0.336976796389
bn5b_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale5b_branch2b,w,"(512,)",0.401296406984,1.22122895718,0.88440066576,0.102055847645,1.22122895718
scale5b_branch2b,b,"(512,)",-1.72055864334,0.2216925174,-0.840848565102,0.260767459869,1.72055864334
res5b_branch2c,w,"(2048, 512, 1, 1)",-0.159300222993,0.18159891665,-0.000509306264576,0.0134406611323,0.18159891665
bn5b_branch2c,w,"(2048,)",-0.481273770332,0.480077952147,-0.0210895165801,0.0324678570032,0.481273770332
bn5b_branch2c,b,"(2048,)",0.00211544963531,0.0482283681631,0.00521991029382,0.00226448755711,0.0482283681631
bn5b_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale5b_branch2c,w,"(2048,)",0.5719140172,2.40495896339,1.1721483469,0.242725387216,2.40495896339
scale5b_branch2c,b,"(2048,)",-2.10233640671,1.10270667076,-1.33400416374,0.22095914185,2.10233640671
res5c_branch2a,w,"(512, 2048, 1, 1)",-0.352439880371,0.285875201225,-0.000935996358749,0.0161359515041,0.352439880371
bn5c_branch2a,w,"(512,)",-2.15689659119,2.9221765995,-1.08451557159,0.384044289589,2.9221765995
bn5c_branch2a,b,"(512,)",2.16567277908,12.9462652206,3.80840396881,0.840041041374,12.9462652206
bn5c_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale5c_branch2a,w,"(512,)",0.341146945953,1.42273151875,0.912571668625,0.108760900795,1.42273151875
scale5c_branch2a,b,"(512,)",-1.81861925125,0.49297785759,-0.909168481827,0.309572517872,1.81861925125
res5c_branch2b,w,"(512, 512, 3, 3)",-0.0727353394032,0.234328076243,-0.000880346924532,0.00984810851514,0.234328076243
bn5c_branch2b,w,"(512,)",-0.445662111044,0.194275125861,-0.270582675934,0.0497764758766,0.445662111044
bn5c_branch2b,b,"(512,)",0.056245803833,0.157232522964,0.086818061769,0.0128048406914,0.157232522964
bn5c_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale5c_branch2b,w,"(512,)",0.541888058186,1.41548669338,0.956078886986,0.128189608455,1.41548669338
scale5c_branch2b,b,"(512,)",-1.67305099964,0.601688325405,-0.677361786366,0.340802401304,1.67305099964
res5c_branch2c,w,"(2048, 512, 1, 1)",-0.120172172785,0.2732411623,-0.00051380234072,0.0139105226845,0.2732411623
bn5c_branch2c,w,"(2048,)",-0.176958590746,0.0367987640202,-0.056381881237,0.031049195677,0.176958590746
bn5c_branch2c,b,"(2048,)",0.00305327493697,0.0391978956759,0.0106811914593,0.00289768725634,0.0391978956759
bn5c_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale5c_branch2c,w,"(2048,)",0.32487025857,2.62183976173,1.42728328705,0.282672733068,2.62183976173
scale5c_branch2c,b,"(2048,)",-4.65131044388,-0.248228639364,-1.8868803978,0.272532880306,4.65131044388
fc1000,w,"(1000, 2048)",-0.240714296699,0.70663523674,2.93695592291e-07,0.032420925796,0.70663523674
fc1000,b,"(1000,)",-0.0248377230018,0.0390088409185,-7.04526925688e-08,0.0094996439293,0.0390088409185
