Layer,Type,Shape,Min,Max,Mean,Std,L1
inception_5b/1x1,w,"(384, 832, 1, 1)",-0.285058557987,0.355829566717,-0.00305563490838,0.0259585268795,0.355829566717
inception_5b/1x1,b,"(384,)",0.0208513811231,1.49408113956,0.732988774776,0.263416349888,1.49408113956
inception_5b/3x3_reduce,w,"(192, 832, 1, 1)",-0.157449170947,0.340752243996,-0.00300369504839,0.036652199924,0.340752243996
inception_5b/3x3_reduce,b,"(192,)",-13.3133220673,3.55876660347,0.172775790095,1.45548117161,13.3133220673
inception_5b/3x3,w,"(384, 192, 3, 3)",-0.0602400675416,0.111207224429,-0.00141676294152,0.0163058042526,0.111207224429
inception_5b/3x3,b,"(384,)",-0.268437176943,1.49057638645,0.355219036341,0.311463683844,1.49057638645
inception_5b/5x5_reduce,w,"(48, 832, 1, 1)",-0.21181628108,0.253605723381,-0.00181001599412,0.0372882895172,0.253605723381
inception_5b/5x5_reduce,b,"(48,)",-3.82700872421,2.41398239136,0.261019557714,1.2524484396,3.82700872421
inception_5b/5x5,w,"(128, 48, 5, 5)",-0.0636208578944,0.132457539439,-0.00204376759939,0.015626123175,0.132457539439
inception_5b/5x5,b,"(128,)",-0.610992252827,1.2538164854,0.20386660099,0.405438810587,1.2538164854
inception_5b/pool_proj,w,"(128, 832, 1, 1)",-0.130528971553,0.334994822741,-0.00300729554147,0.0282175019383,0.334994822741
inception_5b/pool_proj,b,"(128,)",-0.405418664217,1.20455491543,0.165528744459,0.229864478111,1.20455491543
loss3/classifier,w,"(1000, 1024)",-0.123751468956,0.164365276694,-2.34977119362e-06,0.0301113314927,0.164365276694
loss3/classifier,b,"(1000,)",-2.25117182732,1.82502532005,-0.000124504091218,0.608113586903,2.25117182732
